# justacolumn,1.0,1.0,20.0,testlonginterval,tim cook,jeff bezos,1000
date,time,depth,drill,pressure,stroke,wc,cementAmount,flowRate
23-09-2020,12:02:59.413,0.09,6.1,505.371,32.266,water,270.2623074878049,32.266
23-09-2020,12:03:00.416,0.09,6.1,505.615,31.974,water,270.2623074878049,31.974
23-09-2020,12:03:01.462,0.09,6.1,505.371,31.828,water,270.2623074878049,31.828
23-09-2020,12:03:02.422,0.09,6.1,505.371,32.047,water,270.2623074878049,32.047
23-09-2020,12:03:03.437,0.09,6.1,505.371,30.879,water,270.2623074878049,30.879
23-09-2020,12:03:04.445,0.09,6.1,505.371,31.025,water,270.2623074878049,31.025
23-09-2020,12:03:05.439,0.09,6.1,505.371,31.098,water,270.2623074878049,31.098
23-09-2020,12:03:06.395,0.09,6.1,505.371,31.171,water,270.2623074878049,31.171
23-09-2020,12:03:07.445,0.09,6.1,505.371,31.244,water,270.2623074878049,31.244
23-09-2020,12:03:08.415,0.09,6.1,505.371,30.952,water,270.2623074878049,30.952
23-09-2020,12:03:09.440,0.09,6.1,505.371,30.879,water,270.2623074878049,30.879
23-09-2020,12:03:10.438,0.09,6.1,505.371,31.244,water,270.2623074878049,31.244
23-09-2020,12:03:11.464,0.09,6.1,505.371,31.098,water,270.2623074878049,31.098
23-09-2020,12:03:12.388,0.09,6.1,505.371,31.098,water,270.2623074878049,31.098
23-09-2020,12:03:13.423,0.09,6.1,505.371,31.098,water,270.2623074878049,31.098
23-09-2020,12:03:14.415,0.09,5.9,505.127,30.149,water,270.2623074878049,30.149
23-09-2020,12:03:15.473,0.09,5.9,505.371,30.295,water,270.2623074878049,30.295
23-09-2020,12:03:16.443,0.09,5.9,505.615,29.93,water,270.2623074878049,29.93
23-09-2020,12:03:17.472,0.09,5.9,505.371,30.076,water,270.2623074878049,30.076
23-09-2020,12:03:18.421,0.09,5.9,505.371,29.857,water,270.2623074878049,29.857
23-09-2020,12:03:19.423,0.09,5.9,505.371,30.222,water,270.2623074878049,30.222
23-09-2020,12:03:20.458,0.09,5.9,505.615,30.952,water,270.2623074878049,30.952
23-09-2020,12:03:21.408,0.09,5.9,505.371,31.025,water,270.2623074878049,31.025
23-09-2020,12:03:22.474,0.09,5.9,505.371,31.025,water,270.2623074878049,31.025
23-09-2020,12:03:23.414,0.09,5.9,505.371,31.317,water,270.2623074878049,31.317
23-09-2020,12:03:24.453,0.09,5.9,505.371,30.149,water,270.2623074878049,30.149
23-09-2020,12:03:25.474,0.09,5.9,505.615,30.076,water,270.2623074878049,30.076
23-09-2020,12:03:26.405,0.09,5.9,505.371,31.098,water,270.2623074878049,31.098
23-09-2020,12:03:27.439,0.09,5.9,505.371,30.879,water,270.2623074878049,30.879
23-09-2020,12:03:28.484,0.09,5.9,505.371,30.952,water,270.2623074878049,30.952
23-09-2020,12:03:29.458,0.09,5.9,505.371,31.025,water,270.2623074878049,31.025
23-09-2020,12:03:30.464,0.09,5.9,505.371,32.047,water,270.2623074878049,32.047
23-09-2020,12:03:31.413,0.09,5.9,505.371,31.755,water,270.2623074878049,31.755
23-09-2020,12:03:32.416,0.09,5.9,505.371,32.047,water,270.2623074878049,32.047
23-09-2020,12:03:33.451,0.09,5.9,505.371,32.047,water,270.2623074878049,32.047
23-09-2020,12:03:34.455,0.09,5.9,505.371,30.952,water,270.2623074878049,30.952
23-09-2020,12:03:35.430,0.09,5.9,505.371,32.047,water,270.2623074878049,32.047
23-09-2020,12:03:36.420,0.09,5.9,505.371,31.828,water,270.2623074878049,31.828
23-09-2020,12:03:37.399,0.09,5.9,505.615,30.879,water,270.2623074878049,30.879
23-09-2020,12:03:38.428,0.09,5.9,505.615,31.974,water,270.2623074878049,31.974
23-09-2020,12:03:39.433,0.09,5.9,505.371,31.974,water,270.2623074878049,31.974
23-09-2020,12:03:40.414,0.09,5.9,505.371,31.974,water,270.2623074878049,31.974
23-09-2020,12:03:41.388,0.09,5.9,505.371,31.828,water,270.2623074878049,31.828
23-09-2020,12:03:42.401,0.09,5.9,505.371,31.755,water,270.2623074878049,31.755
23-09-2020,12:03:43.433,0.09,5.9,505.371,32.047,water,270.2623074878049,32.047
23-09-2020,12:03:44.445,0.09,6.1,505.371,32.047,water,270.2623074878049,32.047
